=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.12.06 02:30:50 =~=~=~=~=~=~=~=~=~=~=~=
-20.37
3318.82,-20.37
3318.82,-20.59
3318.82,-19.19
3318.82,-19.40
3318.82,-19.51
3318.82,-17.57
3318.82,-18.65
3318.82,-20.16
3318.82,-21.02
3318.83,-19.62
3318.83,-20.27
3318.83,-19.94
3318.83,-19.51
3318.83,-20.27
3318.83,-20.16
3318.84,-18.54
3318.84,-20.16
3318.84,-20.37
3318.85,-19.19
3318.85,-20.27
3318.85,-19.51
3318.85,-18.86
3318.85,-20.37
3318.85,-20.70
3318.85,-18.97
3318.85,-20.16
3318.85,-20.81
3318.85,-20.16
3318.86,-19.51
3318.86,-20.59
3318.86,-18.00
3318.86,-19.51
3318.86,-20.70
3318.86,-20.27
3318.86,-20.16
3318.86,-22.42
3318.86,-19.94
3318.87,-19.73
3318.87,-20.37
3318.87,-19.51
3318.87,-19.51
3318.87,-20.59
3318.87,-20.81
3318.87,-18.43
3318.87,-20.16
3318.87,-20.48
3318.89,-19.94
3318.89,-19.51
3318.89,-20.37
3318.89,-19.84
3318.89,-19.08
3318.89,-19.73
3318.89,-20.37
3318.89,-18.00
3318.89,-20.16
3318.89,-20.59
3318.90,-19.19
3318.90,-19.84
3318.90,-20.91
3318.90,-20.16
3318.90,-18.65
3318.90,-19.19
3318.90,-20.37
3318.90,-19.62
3318.90,-19.08
3318.91,-19.84
3318.91,-19.08
3318.91,-20.59
3318.91,-20.59
3318.91,-20.48
3318.91,-19.51
3318.91,-19.94
3318.91,-19.84
3318.91,-20.91
3318.92,-19.40
3318.92,-20.48
3318.92,-20.59
3318.93,-19.94
3318.93,-18.86
3318.93,-20.16
3318.93,-20.59
3318.93,-20.37
3318.93,-19.30
3318.93,-18.76
3318.94,-20.48
3318.94,-19.94
3318.94,-20.16
3318.94,-20.27
3318.94,-18.43
3318.94,-20.59
3318.94,-20.16
3318.94,-19.30
3318.94,-20.16
3318.95,-19.51
3318.95,-18.76
3318.95,-20.59
3318.95,-20.91
3318.95,-19.84
3318.95,-20.27
3318.95,-20.27
3318.95,-20.27
3318.95,-20.70
3318.96,-20.70
3318.96,-19.19
3318.96,-19.84
3318.96,-20.70
3318.96,-20.16
3318.96,-19.51
3318.96,-20.37
3318.97,-20.37
3318.97,-20.16
3318.97,-19.84
3318.98,-20.48
3318.98,-19.19
3318.98,-19.40
3318.98,-20.27
3318.98,-20.05
3318.98,-19.40
3318.98,-19.84
3318.98,-19.30
3318.98,-20.81
3318.99,-20.70
3318.99,-19.94
3318.99,-18.97
3318.99,-21.13
3318.99,-20.16
3318.99,-20.70
3318.99,-19.94
3318.99,-20.16
3318.99,-19.40
3319.00,-20.27
3319.00,-18.97
3319.00,-19.51
3319.00,-20.59
3319.00,-19.51
3319.00,-18.22
3319.00,-18.65
3319.00,-17.68
3319.00,-20.81
3319.00,-20.48
3319.01,-19.84
3319.01,-20.59
3319.01,-20.59
3319.01,-20.16
3319.02,-20.37
3319.02,-19.30
3319.02,-20.81
3319.02,-19.51
3319.02,-20.70
3319.03,-17.89
3319.03,-20.59
3319.03,-20.05
3319.03,-18.97
3319.03,-20.59
3319.03,-20.27
3319.03,-18.97
3319.03,-20.27
3319.03,-19.94
3319.04,-20.91
3319.04,-20.27
3319.04,-20.16
3319.04,-20.37
3319.04,-20.59
3319.04,-20.37
3319.04,-20.70
3319.04,-20.81
3319.04,-20.27
3319.04,-19.84
3319.05,-19.94
3319.05,-19.19
3319.05,-20.27
3319.05,-19.94
3319.05,-19.51
3319.05,-19.51
3319.05,-20.37
3319.06,-20.59
3319.06,-19.84
3319.07,-20.16
3319.07,-19.84
3319.07,-20.16
3319.07,-20.37
3319.07,-17.68
3319.07,-20.59
3319.07,-20.48
3319.07,-19.94
3319.07,-19.94
3319.08,-19.73
3319.08,-20.70
3319.08,-19.19
3319.08,-20.05
3319.08,-20.81
