=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.12.06 01:43:46 =~=~=~=~=~=~=~=~=~=~=~=,
499.96,-19.51
499.97,-18.43
499.97,-20.59
499.97,-20.91
499.97,-20.16
499.97,-18.97
499.97,-17.89
499.97,-19.3
499.98,-18.22
499.98,-18.22
499.98,-20.27
499.98,-19.94
499.98,-20.27
499.98,-19.73
499.98,-18.22
499.98,-17.89
499.98,-17.57
499.98,-20.27
499.99,-19.94
499.99,-19.19
499.99,-19.94
499.99,-20.37
499.99,-19.94
499.99,-19.73
499.99,-19.94
499.99,-19.94
499.99,-19.08
499.99,-20.59
500,-20.59
500,-20.81
500,-20.27
500,-18
500,-19.73
500.01,-20.16
500.01,-20.81
500.01,-20.16
500.01,-19.94
500.01,-19.62
500.02,-18.22
500.02,-20.37
500.02,-20.16
500.02,-19.94
500.02,-19.73
500.02,-19.73
500.02,-20.05
500.02,-18.11
500.02,-20.37
500.02,-20.05
500.02,-19.73
500.03,-18.65
500.03,-19.4
500.03,-20.16
500.03,-17.79
500.03,-19.84
500.03,-19.94
500.03,-17.57
500.03,-20.37
500.03,-19.84
500.03,-19.08
500.04,-19.62
500.04,-20.05
500.05,-20.16
500.05,-20.16
500.05,-20.37
500.05,-19.84
500.05,-19.73
500.05,-20.16
500.05,-19.84
500.05,-19.62
500.06,-17.68
500.06,-19.73
500.06,-20.59
500.06,-19.62
500.06,-17.79
500.06,-19.94
500.06,-20.37
500.06,-20.27
500.06,-19.19
500.06,-20.37
500.07,-19.84
500.07,-19.51
500.07,-20.7
500.07,-19.84
500.07,-19.08
500.07,-18.97
500.07,-20.81
500.07,-19.73
500.07,-18.86
500.07,-19.73
500.08,-20.37
500.08,-19.84
500.08,-19.73
500.08,-19.84
500.08,-19.84
500.08,-20.37
500.08,-19.08
500.08,-20.59
500.09,-19.84
500.09,-19.19
500.1,-20.91
500.1,-19.4
500.1,-19.08
500.1,-18.86
500.1,-19.62
500.1,-19.84
500.1,-20.27
500.1,-19.08
500.1,-19.19
500.1,-20.16
500.11,-19.94
500.11,-20.27
500.11,-17.79
500.11,-19.73
500.11,-19.62
500.11,-18.11
500.11,-20.27
500.11,-19.94
500.11,-19.94
500.11,-18.86
500.11,-19.84
500.12,-17.46
500.12,-19.51
500.12,-19.62
500.12,-21.24
500.12,-19.62
500.12,-19.84
500.12,-19.3
500.12,-19.3
500.13,-20.05
500.13,-19.94
500.14,-19.73
500.14,-20.16
500.14,-19.19
500.14,-18
500.14,-20.7
500.14,-20.37
500.14,-20.05
500.14,-20.16
500.14,-17.46
500.14,-19.73
500.15,-20.16
500.15,-20.37
500.15,-19.73
500.15,-19.19
500.15,-19.4
500.15,-20.59
500.15,-19.3
500.15,-18.76
500.15,-19.84
500.15,-20.7
500.16,-18.33
500.16,-19.73
500.16,-20.37
500.16,-19.84
500.16,-18.76
500.16,-20.7
500.16,-19.94
500.17,-18.54
500.17,-19.73
500.17,-20.37
500.18,-19.84
500.18,-20.16
500.18,-20.16
500.18,-19.4
500.18,-20.16
500.18,-19.84
500.18,-19.08
500.18,-20.05
500.18,-19.51
500.18,-19.84
500.19,-19.73
500.19,-19.4
500.19,-20.16
500.19,-20.16
500.19,-19.19
500.19,-19.4
500.19,-20.16
500.19,-20.05
500.19,-19.4
500.19,-19.84
500.2,-20.37
500.2,-20.16
500.2,-19.73
500.2,-18
500.2,-19.62
500.2,-19.73
500.2,-20.37
500.2,-19.19
500.2,-20.16
500.2,-19.84
500.2,-19.94
500.22,-20.16
500.22,-18.97
500.22,-19.84
500.22,-20.59
500.22,-20.81
500.22,-20.05
500.22,-19.19
500.22,-19.73
500.22,-20.37
500.22,-18.76
500.23,-19.84
500.23,-20.16
500.23,-20.27
500.23,-20.59
500.23,-20.27
500.23,-20.16
500.23,-19.84
500.23,-20.27
500.23,-19.73
500.23,-20.05
500.24,-20.81
500.24,-19.4
500.24,-20.91
500.24,-20.37
500.24,-18.76
500.24,-20.37
500.24,-19.84
500.24,-19.94
500.24,-19.19
500.25,-20.16
500.25,-20.27
500.25,-20.16
500.26,-19.73
500.26,-19.84
500.26,-19.3
500.26,-19.94
500.26,-20.16
500.26,-20.37
500.26,-19.51
500.26,-19.51
500.27,-19.84
500.27,-19.73
500.27,-19.73
500.27,-19.84
500.27,-19.73
500.27,-18.54
500.27,-19.94
500.27,-20.48
500.27,-20.91
500.27,-19.73
500.28,-19.4
500.28,-19.73
500.28,-19.94
500.28,-20.59
500.28,-20.59
500.28,-19.51
500.28,-19.08
500.28,-19.73
500.28,-19.84
500.28,-21.13
500.3,-19.94
500.3,-20.16
500.3,-20.27
500.3,-19.84
500.3,-20.16
500.3,-19.84
500.3,-19.51
500.3,-18.86
500.3,-18.86
500.3,-19.51
500.3,-19.08
500.31,-20.27
500.31,-19.94
500.31,-18.54
500.31,-17.89
500.31,-19.94
500.31,-20.16
500.31,-17.46
500.31,-18
500.31,-19.4
500.31,-19.08
500.32,-19.84
500.32,-18.86
500.32,-17.89
500.32,-19.08
500.32,-20.81
500.32,-19.4
500.32,-20.59
500.32,-19.84
500.32,-19.73
500.32,-19.84
500.33,-20.37
500.33,-20.27
500.33,-20.37
500.33,-20.37
500.34,-20.16
500.34,-20.16
500.34,-20.16
500.34,-20.37
500.34,-18.54
500.34,-18.43
500.35,-20.37
500.35,-19.94
500.35,-19.73
500.35,-19.73
500.35,-18.54
500.35,-20.16
500.35,-19.19
500.35,-20.81
500.35,-20.59
500.35,-19.73
500.36,-20.59
500.36,-19.62
500.36,-19.94
500.36,-19.62
500.36,-19.3
500.36,-20.27
500.36,-20.05
500.36,-18.54
500.36,-18.22
500.36,-20.27
500.37,-19.94
500.37,-19.62
500.37,-19.84
500.37,-18.97
500.37,-19.19
500.37,-22.1
500.38,-20.37
500.38,-19.4
500.38,-19.84
500.38,-20.37
500.39,-19.84
500.39,-20.16
500.39,-19.84
500.39,-20.37
500.39,-17.79
500.39,-19.73
500.39,-20.27
500.39,-19.51
500.39,-20.27
500.39,-19.19
500.39,-19.51
500.4,-20.27
500.4,-18.22
500.4,-20.27
500.4,-19.73
500.4,-19.4
500.4,-18.43
500.4,-20.59
500.4,-20.37
500.4,-20.27
500.4,-19.08
500.41,-19.62
500.41,-20.48
500.41,-19.73
500.42,-19.84
500.42,-20.27
500.42,-19.73
500.42,-20.16
500.42,-18.54
500.42,-19.73
500.42,-20.7
500.43,-20.27
500.43,-19.94
500.43,-17.89
500.43,-18.97
500.43,-19.19
500.43,-19.51
500.43,-20.16
500.43,-20.91
500.43,-19.94
500.43,-18.43
500.44,-20.16
500.44,-20.16
500.44,-18
500.44,-17.68
500.44,-18.65
500.44,-19.94
500.44,-20.16
500.44,-19.73
500.44,-18.97
500.44,-19.51
500.45,-21.13
500.45,-19.08
500.45,-19.84
500.45,-19.51
500.45,-21.24
500.45,-20.16
500.45,-19.19
500.45,-19.94
500.46,-20.37
500.46,-20.37
500.47,-19.51
500.47,-20.37
500.47,-20.16
500.47,-18.97
500.47,-19.73
500.47,-20.37
500.47,-19.73
500.47,-19.4
500.47,-20.16
500.47,-19.73
500.48,-19.84
500.48,-20.27
500.48,-20.16
500.48,-20.16
500.48,-20.16
500.48,-20.16
500.48,-18.43
500.48,-19.73
500.48,-20.16
500.48,-20.37
500.48,-19.51
500.49,-20.16
500.49,-20.81
500.49,-20.91
500.49,-20.7
500.49,-19.4
500.49,-19.84
500.5,-20.16
500.5,-19.4
500.5,-20.16
500.5,-17.79
500.51,-19.4
500.51,-19.84
500.51,-19.94
500.51,-20.48
500.51,-19.94
500.51,-18.65
500.51,-19.3
500.51,-18.43
500.51,-19.3
500.51,-19.73
500.52,-19.73
500.52,-19.51
500.52,-20.37
500.52,-20.37
500.52,-19.19
500.52,-20.59
500.52,-19.62
500.52,-19.3
500.52,-19.4
500.52,-20.37
500.53,-19.73
500.53,-20.37
500.53,-19.51
500.53,-18
500.53,-19.19
500.53,-19.73
500.53,-19.94
500.54,-20.05
500.54,-20.48
500.54,-20.27
500.55,-20.16
500.55,-20.16
500.55,-20.05
500.55,-19.73
500.55,-19.73
500.55,-18.86
500.55,-19.73
500.55,-19.51
500.55,-19.84
500.55,-19.62
500.56,-19.73
500.56,-19.73
500.56,-19.4
500.56,-18.86
500.56,-19.73
500.56,-20.37
500.56,-20.27
500.56,-20.7
500.56,-20.37
500.56,-19.19
500.57,-17.68
500.57,-20.16
500.57,-20.27
500.57,-19.94
500.57,-20.16
500.57,-20.16
500.57,-20.16
500.57,-19.3
500.57,-19.51
500.57,-20.91
500.57,-19.73
500.58,-21.24
500.59,-19.51
500.59,-20.27
500.59,-19.94
500.59,-19.51
500.59,-19.62
500.59,-19.19
500.59,-20.37
500.59,-20.05
500.59,-19.08
500.6,-20.16
500.6,-18.54
500.6,-19.19
500.6,-19.84
500.6,-19.84
500.6,-19.94
500.6,-20.91
500.6,-19.84
500.6,-20.27
500.6,-19.94
500.61,-19.73
500.61,-19.3
500.61,-19.51
500.61,-20.37
500.61,-20.16
500.61,-20.27
500.61,-18.97
500.61,-20.16
500.61,-20.16
500.61,-19.84
500.62,-19.84
500.62,-19.73
500.63,-20.16
500.63,-20.37
500.63,-19.84
500.63,-18.54
500.63,-20.05
500.63,-19.19
500.63,-19.73
500.63,-19.4
500.64,-19.84
500.64,-20.91
500.64,-19.84
500.64,-18.86
500.64,-18.54
500.64,-20.05
500.64,-19.94
500.64,-20.27
500.64,-20.16
500.64,-20.16
500.65,-20.27
500.65,-19.19
500.65,-19.94
500.65,-20.27
500.65,-19.84
500.65,-20.16
500.65,-20.59
500.65,-19.4
500.65,-18.65
500.65,-20.48
500.66,-20.27
500.67,-20.27
500.67,-19.51
500.67,-20.16
500.67,-20.27
500.67,-18.11
500.67,-17.79
500.67,-19.51
500.67,-19.73
500.67,-20.27
500.67,-19.3
500.68,-19.62
500.68,-20.37
500.68,-19.51
500.68,-18.11
500.68,-19.62
500.68,-19.51
500.68,-19.94
500.68,-19.84
500.68,-20.91
500.68,-19.94
500.69,-20.37
500.69,-17.79
500.69,-18
500.69,-19.84
500.69,-19.94
500.69,-19.51
500.69,-18.65
500.69,-19.62
500.69,-19.73
500.69,-18.54
500.7,-20.16
500.7,-20.37
500.7,-18.86
500.7,-19.3
500.7,-17.79
500.71,-19.94
500.71,-19.3
500.71,-19.62
500.71,-18.22
500.71,-19.19
500.72,-20.48
500.72,-19.73
500.72,-19.94
500.72,-20.59
500.72,-17.89
500.72,-19.62
500.72,-20.27
500.72,-20.27
500.72,-20.16
500.72,-19.08
500.73,-19.84
500.73,-19.94
500.73,-19.94
500.73,-20.27
500.73,-20.37
500.73,-19.08
500.73,-18.43
500.73,-19.84
500.73,-19.51
500.73,-19.94
500.74,-18.54
500.74,-19.51
500.74,-20.37
500.75,-19.84
500.75,-18.43
500.75,-20.91
500.75,-19.84
500.75,-19.3
500.75,-20.16
500.75,-20.16
500.76,-20.16
500.76,-19.84
500.76,-19.94
500.76,-19.51
500.76,-19.73
500.76,-20.81
500.76,-20.48
500.76,-20.16
500.76,-20.16
500.76,-20.27
500.76,-19.62
500.77,-19.84
500.77,-19.84
500.77,-19.94
500.77,-19.94
500.77,-20.37
500.77,-17.79
500.77,-17.79
500.77,-19.73
500.77,-19.73
500.77,-19.94
500.78,-18.76
500.78,-20.27
500.78,-19.84
500.78,-19.4
500.79,-19.84
500.79,-20.16
500.79,-19.94
500.79,-18
500.79,-19.51
500.79,-19.84
500.8,-19.84
500.8,-19.51
500.8,-20.16
500.8,-20.16
500.8,-20.16
500.8,-19.84
500.8,-19.08
500.8,-19.3
500.8,-20.7
500.8,-20.16
500.81,-20.16
500.81,-20.37
500.81,-20.16
500.81,-20.81
500.81,-20.27
500.81,-18.65
500.81,-18.43
500.81,-20.7
500.81,-19.4
500.81,-20.16
500.82,-18.76
500.82,-19.94
500.82,-19.62
500.82,-18.86
500.82,-19.19
500.82,-20.16
500.82,-17.79
500.82,-19.19
500.82,-19.94
500.83,-19.84
500.84,-19.4
500.84,-19.94
500.84,-19.73
500.84,-19.3
500.84,-20.37
500.84,-18.22
500.84,-19.4
500.84,-20.05
500.84,-20.27
500.84,-20.16
500.85,-20.27
500.85,-19.51
500.85,-20.16
500.85,-19.84
500.85,-20.91
500.85,-19.84
500.85,-19.19
500.85,-19.3
500.85,-19.73
500.85,-20.37
500.85,-17.46
500.86,-19.94
500.86,-19.51
500.86,-19.84
500.86,-19.19
500.86,-20.59
500.86,-20.48
500.87,-18.97
500.87,-19.19
500.87,-20.16
500.87,-19.62
500.88,-20.37
500.88,-20.37
500.88,-20.37
500.88,-20.16
500.88,-20.7
500.88,-19.4
500.88,-19.51
500.88,-19.51
500.88,-20.16
500.88,-20.59
500.89,-18.43
500.89,-19.3
500.89,-19.73
500.89,-19.94
500.89,-19.19
500.89,-19.3
500.89,-20.91
500.89,-19.51
500.89,-17.89
500.89,-18
500.9,-18.43
500.9,-20.16
500.9,-19.51
500.9,-19.19
500.9,-20.16
500.9,-20.27
500.9,-16.17
500.9,-20.27
500.9,-19.51
500.9,-20.27
500.92,-20.16
500.92,-20.16
500.92,-18.54
500.92,-19.73
500.92,-19.84
500.92,-19.84
500.92,-20.16
500.92,-20.27
500.92,-20.37
500.92,-19.4
500.93,-18.97
500.93,-19.3
500.93,-20.16
500.93,-20.27
500.93,-19.84
500.93,-19.84
500.93,-20.27
500.93,-19.73
500.93,-19.94
500.93,-19.94
500.94,-20.27
500.94,-19.4
500.94,-18.76
500.94,-19.3
500.94,-19.84
500.94,-19.73
500.94,-20.16
500.94,-18.65
500.94,-18.97
500.94,-20.37
500.94,-19.3
500.95,-19.94
500.96,-20.37
500.96,-20.16
500.96,-20.27
500.96,-19.73
500.96,-20.37
500.96,-19.4
500.96,-18.86
500.96,-19.51
500.96,-19.73
500.97,-18.97
500.97,-19.62
500.97,-20.16
500.97,-16.28
500.97,-20.27
500.97,-20.27
500.97,-20.59
500.97,-19.19
500.97,-20.59
500.97,-20.05
500.98,-18.43
500.98,-19.73
500.98,-20.16
500.98,-20.16
500.98,-19.84
500.98,-19.62
500.98,-20.16
500.98,-19.73
500.98,-19.4
500.98,-20.27
501,-18.11
501,-19.19
501,-21.13
501,-19.51
501,-20.16
501,-19.94
501,-17.79
501,-20.16
501,-19.84
501,-19.73
501.01,-18.33
501.01,-18.97
501.01,-20.81
501.01,-20.27
501.01,-19.4
501.01,-18.86
501.01,-19.73
501.01,-19.94
501.01,-20.27
501.01,-17.89
501.02,-18.97
501.02,-20.27
501.02,-18.22
501.02,-19.19
501.02,-19.73
501.02,-19.84
501.02,-17.79
501.02,-19.73
501.02,-20.59
501.02,-17.89
501.03,-19.62
501.03,-19.51
501.04,-19.73
501.04,-20.59
501.04,-20.37
501.04,-19.4
501.04,-19.94
501.04,-19.19
501.04,-20.16
501.04,-19.84
501.04,-20.48
501.05,-20.27
501.05,-17.89
501.05,-19.19
501.05,-19.73
501.05,-19.94
501.05,-20.37
501.05,-20.05
501.05,-19.94
501.05,-19.84
501.05,-19.62
501.06,-20.27
501.06,-20.37
501.06,-17.46
501.06,-19.73
501.06,-19.84
501.06,-20.27
501.06,-19.4
501.06,-19.51
501.06,-19.4
501.06,-19.62
501.07,-19.4
501.07,-19.51
501.07,-20.59
501.07,-18
501.07,-19.3
501.07,-19.62
501.08,-20.91
501.08,-20.05
501.08,-19.94
501.08,-19.19
501.09,-19.51
501.09,-19.62
501.09,-20.16
501.09,-20.05
501.09,-20.16
501.09,-19.19
501.09,-19.84
501.09,-20.16
501.09,-20.05
501.09,-19.84
501.1,-19.19
501.1,-19.94
501.1,-19.84
501.1,-19.73
501.1,-19.19
501.1,-20.27
501.1,-19.73
501.1,-20.16
501.1,-19.84
501.1,-19.19
501.11,-18.43
501.11,-20.16
501.11,-20.37
501.11,-20.7
501.12,-19.84
501.12,-18.54
501.12,-19.51
501.12,-20.16
501.12,-19.94
501.12,-20.37
501.13,-19.73
501.13,-19.3
501.13,-18.65
501.13,-18.97
501.13,-19.73
501.13,-20.16
501.13,-20.37
501.13,-19.19
501.13,-18.11
501.13,-19.73
501.13,-20.37
501.14,-19.73
501.14,-20.91
501.14,-20.16
501.14,-19.4
501.14,-19.3
501.14,-20.05
501.14,-19.3
501.14,-20.37
501.14,-19.19
501.14,-19.51
501.15,-19.73
501.15,-19.84
501.15,-19.73
501.15,-18.97
501.15,-19.84
501.15,-19.73
501.15,-19.84
501.15,-20.27
501.16,-19.62
501.16,-20.16
501.17,-19.3
501.17,-20.16
501.17,-19.84
501.17,-17.79
501.17,-19.94
501.17,-20.48
501.17,-20.05
501.17,-19.94
501.17,-18.11
501.17,-19.73
501.18,-20.37
501.18,-19.73
501.18,-20.37
501.18,-19.62
501.18,-19.19
501.18,-20.59
501.18,-20.37
501.18,-20.16
501.18,-19.73
501.18,-19.62
501.19,-17.79
501.19,-20.16
501.19,-18
501.19,-19.94
501.19,-20.37
501.19,-19.73
501.19,-20.16
501.19,-19.73
501.19,-17.68
501.19,-17.46
501.21,-20.16
501.21,-20.59
501.21,-19.84
501.21,-19.51
501.21,-19.4
501.21,-20.27
501.21,-19.84
501.21,-20.27
501.21,-20.16
501.21,-19.51
501.22,-19.51
501.22,-20.48
501.22,-19.73
501.22,-19.4
501.22,-19.51
501.22,-19.62
501.22,-20.27
501.22,-19.94
501.22,-19.94
501.22,-20.16
501.22,-18
501.23,-19.73
501.23,-18
501.23,-19.4
501.23,-19.62
501.23,-19.62
501.23,-19.51
501.23,-17.46
501.24,-19.62
501.24,-20.16
501.24,-19.94
501.25,-19.19
501.25,-19.08
501.25,-19.94
501.25,-20.27
501.25,-19.4
501.25,-20.05
501.25,-19.94
501.25,-19.73
501.25,-19.51
501.25,-19.3
501.26,-20.81
501.26,-19.62
501.26,-20.16
501.26,-20.37
501.26,-19.08
501.26,-18.97
501.26,-19.51
501.26,-20.27
501.26,-20.81
501.26,-18.11
501.27,-20.16
501.27,-20.81
501.27,-19.94
501.27,-19.62
501.27,-19.84
501.27,-19.51
501.27,-19.4
501.27,-19.62
501.27,-20.37
501.27,-20.91
501.29,-18.86
501.29,-19.4
501.29,-18
501.29,-19.19
501.29,-19.84
501.29,-19.73
501.29,-19.94
501.29,-19.73
501.29,-19.94
501.29,-19.84
501.3,-20.91
501.3,-19.19
501.3,-19.51
501.3,-18.97
501.3,-20.91
501.3,-19.51
501.3,-20.16
501.3,-19.62
501.3,-18.43
501.3,-18.22
501.31,-19.94
501.31,-19.19
501.31,-19.84
501.31,-19.84
501.31,-19.62
501.31,-19.4
501.31,-20.27
501.31,-17.68
501.31,-19.19
501.31,-18.86
501.31,-19.84
501.32,-19.62
501.32,-19.94
501.33,-19.3
501.33,-19.19
501.33,-19.84
501.33,-20.27
501.33,-20.81
501.33,-19.73
501.33,-20.27
501.33,-19.19
501.34,-19.62
501.34,-19.08
501.34,-19.51
501.34,-19.19
501.34,-19.19
501.34,-19.19
501.34,-20.27
501.34,-20.37
501.34,-20.16
501.34,-19.62
501.35,-19.19
501.35,-19.73
501.35,-20.16
501.35,-19.84
501.35,-19.94
501.35,-18.65
501.35,-19.51
501.35,-20.16
501.35,-19.94
501.35,-19.51
501.36,-19.19
501.37,-20.16
501.37,-19.94
501.37,-19.3
501.37,-20.48
501.37,-19.94
501.37,-20.81
501.37,-17.57
501.37,-19.4
501.37,-20.37
501.38,-20.27
501.38,-18.86
501.38,-19.51
501.38,-19.08
501.38,-19.84
501.38,-20.27
501.38,-20.16
501.38,-19.73
501.38,-19.19
501.38,-19.08
501.39,-19.73
501.39,-19.62
501.39,-19.73
501.39,-19.94
501.39,-20.37
501.39,-19.84
501.39,-19.19
501.39,-19.84
501.39,-19.08
501.39,-20.81
501.4,-19.84
501.4,-19.51
501.4,-17.68
501.4,-18.22
501.4,-19.84
501.4,-20.05
501.41,-19.73
501.41,-20.48
501.41,-19.73
501.41,-18.76
501.41,-17.68
501.42,-20.27
501.42,-19.19
501.42,-18.54
501.42,-19.84
501.42,-20.7
501.42,-20.37
501.42,-19.84
501.42,-18.33
501.42,-19.84
501.42,-19.84
501.43,-19.73
501.43,-19.84
501.43,-19.73
501.43,-20.05
501.43,-19.51
501.43,-20.27
501.43,-20.27
501.43,-21.56
501.43,-20.16
501.43,-19.73
501.44,-19.73
501.44,-19.51
501.44,-17.68
501.44,-20.27
501.44,-19.73
501.44,-20.05
501.45,-19.84
501.45,-19.84
501.45,-19.73
501.45,-19.84
501.46,-19.08
501.46,-20.37
501.46,-19.84
501.46,-20.37
501.46,-20.37
501.46,-19.62
501.46,-18.97
501.46,-19.51
501.46,-20.37
501.46,-19.94
501.47,-17.57
501.47,-19.19
501.47,-20.16
501.47,-19.73
501.47,-19.4
501.47,-20.27
501.47,-19.94
501.47,-17.89
501.47,-18.86
501.47,-20.27
501.48,-19.94
501.48,-20.37
501.48,-19.4
501.48,-19.62
501.48,-18.76
501.49,-19.73
501.49,-19.73
501.49,-19.62
501.49,-18
501.49,-19.73
501.5,-20.05
501.5,-19.94
501.5,-19.84
501.5,-19.73
501.5,-19.51
501.5,-19.51
501.5,-19.73
501.5,-19.51
501.5,-19.51
501.5,-19.19
501.5,-18.76
501.51,-19.94
501.51,-18.97
501.51,-19.94
501.51,-20.59
501.51,-20.27
501.51,-20.16
501.51,-20.27
501.51,-19.4
501.51,-19.94
501.51,-18.65
501.52,-19.84
501.52,-20.05
501.52,-18.11
501.52,-19.73
501.52,-19.94
501.52,-20.91
501.52,-20.16
501.52,-17.46
501.52,-20.27
501.53,-19.73
501.54,-19.73
501.54,-19.94
501.54,-18.22
501.54,-18.11
501.54,-18.76
501.54,-19.94
501.54,-21.45
501.54,-19.4
501.54,-19.19
501.54,-19.3
501.55,-19.19
501.55,-20.16
501.55,-20.37
501.55,-20.27
501.55,-18.43
501.55,-20.05
501.55,-18.76
501.55,-19.84
501.55,-20.16
501.55,-19.73
501.56,-20.16
501.56,-19.94
501.56,-18.97
501.56,-19.51
501.56,-20.16
501.56,-19.73
501.56,-17.79
501.56,-20.59
501.56,-19.3
501.56,-19.73
501.58,-19.51
501.58,-18.43
501.58,-18.86
501.58,-20.37
501.58,-19.73
501.58,-20.27
501.58,-19.73
501.58,-19.4
501.58,-19.84
501.58,-20.27
501.59,-19.73
501.59,-20.16
501.59,-18.22
501.59,-19.94
501.59,-19.94
501.59,-19.08
501.59,-16.49
501.59,-19.94
501.59,-19.84
501.59,-19.73
501.59,-20.16
501.6,-20.16
501.6,-19.51
501.6,-19.84
501.6,-19.3
501.6,-19.3
501.6,-19.4
501.6,-19.19
501.6,-19.94
501.61,-19.73
501.61,-18.65
501.62,-19.84
501.62,-19.51
501.62,-19.3
501.62,-20.16
501.62,-19.19
501.62,-20.37
501.62,-19.51
501.62,-19.73
501.62,-19.73
501.62,-20.05
501.63,-19.19
501.63,-19.51
501.63,-19.84
501.63,-19.62
501.63,-17.46
501.63,-19.51
501.63,-19.84
501.63,-19.62
501.63,-19.94
501.63,-20.16
501.64,-20.16
501.64,-20.37
501.64,-18.76
501.64,-19.84
501.64,-19.51
501.64,-19.94
501.64,-19.94
501.64,-20.37
501.64,-19.08
501.64,-20.7
501.65,-19.19
501.65,-19.51
501.66,-19.08
501.66,-19.84
501.66,-20.59
501.66,-19.62
501.66,-20.16
501.66,-20.91
501.66,-18.97
501.66,-20.37
501.67,-18.65
501.67,-19.73
501.67,-20.27
501.67,-20.16
501.67,-20.16
501.67,-19.51
501.67,-19.19
501.67,-19.73
501.67,-20.27
501.67,-19.73
501.68,-18.22
501.68,-20.05
501.68,-19.73
501.68,-19.73
501.68,-20.27
501.68,-20.37
501.68,-20.81
501.68,-18
501.68,-20.48
501.68,-19.3
501.68,-20.59
501.69,-19.94
501.69,-19.73
501.69,-20.81
501.7,-18
501.7,-19.3
501.7,-19.84
501.7,-19.62
501.7,-20.7
501.7,-19.94
501.7,-18.54
501.71,-19.3
501.71,-20.27
501.71,-19.94
501.71,-20.37
501.71,-19.94
501.71,-19.84
501.71,-20.7
501.71,-19.94
501.71,-20.7
501.71,-19.19
501.72,-19.51
501.72,-19.84
501.72,-20.27
501.72,-19.94
501.72,-22.21
501.72,-20.16
501.72,-20.27
501.72,-19.51
501.72,-18.97
501.72,-20.05
501.73,-19.51
501.74,-20.16
501.74,-20.27
501.74,-17.79
501.74,-19.94
501.74,-20.37
501.74,-19.84
501.74,-18.22
501.74,-19.51
501.74,-20.59
501.75,-19.4
501.75,-20.48
501.75,-19.84
501.75,-19.94
501.75,-18.86
501.75,-19.73
501.75,-20.37
501.75,-19.84
501.75,-19.51
501.75,-19.84
501.76,-18.22
501.76,-19.08
501.76,-19.94
501.76,-20.16
501.76,-19.73
501.76,-19.84
501.76,-17.68
501.76,-19.94
501.76,-20.16
501.76,-20.16
501.77,-19.08
501.77,-19.51
501.77,-19.19
501.77,-19.51
501.77,-19.08
501.77,-19.3
501.78,-20.59
501.78,-19.19
501.78,-19.51
501.78,-19.84
501.78,-19.73
501.79,-19.94
501.79,-19.84
501.79,-19.94
501.79,-19.94
501.79,-20.16
501.79,-20.16
501.79,-19.62
501.79,-19.73
501.79,-20.37
501.79,-18.65
501.8,-19.19
501.8,-19.62
501.8,-19.94
501.8,-18
501.8,-18.43
501.8,-20.16
501.8,-19.84
501.8,-18.97
501.8,-19.62
501.8,-19.73
501.81,-19.94
501.81,-19.51
501.81,-18.65
501.81,-20.27
501.81,-19.73
501.81,-18.54
501.81,-19.62
501.82,-19.4
501.82,-17.79
501.82,-19.94
501.83,-19.73
501.83,-19.84
501.83,-18.22
501.83,-19.84
501.83,-20.27
501.83,-19.51
501.83,-20.27
501.83,-19.4
501.83,-18.65
501.83,-18.97
501.84,-19.51
501.84,-19.84
501.84,-19.84
501.84,-19.3
501.84,-20.48
501.84,-18
501.84,-20.16
501.84,-19.73
501.84,-19.73
501.84,-19.94
501.85,-19.84
501.85,-18.43
501.85,-19.51
501.85,-19.62
501.85,-19.73
501.86,-19.51
501.86,-20.16
501.86,-20.16
501.86,-18.11
501.86,-19.51
501.87,-19.84
501.87,-19.4
501.87,-19.19
501.87,-18.97
501.87,-19.73
501.87,-20.81
501.87,-19.51
501.87,-19.94
501.87,-19.51
501.87,-19.51
501.87,-20.16
501.88,-19.84
501.88,-19.4
501.88,-19.84
501.88,-19.3
501.88,-19.51
501.88,-19.84
501.88,-19.62
501.88,-19.19
501.88,-18.11
501.88,-18.11
501.89,-19.73
501.89,-19.84
501.89,-19.94
501.89,-17.46
501.89,-18
501.89,-18.54
501.89,-19.73
501.89,-20.16
501.89,-19.84
501.9,-19.08
501.91,-19.84
501.91,-20.16
501.91,-18
501.91,-20.16
501.91,-17.57
501.91,-19.51
501.91,-19.51
501.91,-19.73
501.91,-20.59
501.91,-17.57
501.92,-19.73
501.92,-20.27
501.92,-17.57
501.92,-19.73
501.92,-20.16
501.92,-19.51
501.92,-19.84
501.92,-17.46
501.92,-19.3
501.92,-20.59
501.93,-19.4
501.93,-18.86
501.93,-19.4
501.93,-19.84
501.93,-20.27
501.93,-20.16
501.93,-18
501.93,-19.62
501.93,-19.19
501.93,-18.86
501.95,-19.08
501.95,-17.68
501.95,-17.68
501.95,-18
501.95,-19.3
501.95,-20.16
501.95,-20.16
501.95,-19.51
501.95,-19.62
501.95,-18.97
501.96,-18.86
501.96,-19.08
501.96,-19.51
501.96,-19.73
501.96,-19.73
501.96,-19.94
501.96,-19.84
501.96,-19.19
501.96,-19.73
501.96,-20.27
501.96,-19.73
501.97,-19.94
501.97,-19.84
501.97,-19.73
501.97,-19.73
501.97,-19.08
501.97,-20.59
501.97,-19.73
501.97,-19.73
501.97,-19.19
501.98,-19.51
501.99,-19.19
501.99,-20.27
501.99,-19.51
501.99,-19.62
501.99,-20.59
501.99,-19.94
