=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.12.05 22:40:50 =~=~=~=~=~=~=~=~=~=~=~=
.54,3.02
8298.54,3.02
8298.54,3.23
8298.54,3.88
8298.54,3.67
8298.54,3.34
8298.54,3.23
8298.54,3.02
8298.54,3.23
8298.55,3.23
8298.55,3.34
8298.55,3.13
8298.55,2.05
8298.56,3.23
8298.56,3.34
8298.56,3.23
8298.56,3.13
8298.56,3.23
8298.56,3.23
8298.56,3.34
8298.57,3.23
8298.57,3.23
8298.57,4.20
8298.57,3.34
8298.57,3.23
8298.57,3.77
8298.57,3.88
8298.57,3.23
8298.57,3.88
8298.57,3.77
8298.57,3.67
8298.58,3.23
8298.58,2.69
8298.58,3.34
8298.58,3.13
8298.58,3.23
8298.58,3.23
8298.58,3.13
8298.58,3.13
8298.58,3.23
8298.58,3.77
8298.58,2.69
8298.59,4.53
8298.59,3.88
8298.59,4.31
8298.59,4.96
8298.60,3.99
8298.60,4.31
8298.60,4.96
8298.60,2.91
8298.60,3.23
8298.60,3.23
8298.61,3.13
8298.61,3.23
8298.61,3.13
8298.61,3.23
8298.61,3.56
8298.61,3.23
8298.61,2.69
8298.61,3.13
8298.61,3.23
8298.61,2.69
8298.61,3.23
8298.62,3.56
8298.62,3.13
8298.62,3.34
8298.62,3.13
8298.62,3.23
8298.62,3.67
8298.62,3.56
8298.62,3.56
8298.62,3.67
8298.62,4.42
8298.62,3.23
8298.63,3.23
8298.63,2.48
8298.63,3.13
8298.63,3.02
8298.63,3.02
8298.63,3.23
8298.64,3.23
8298.64,3.23
8298.64,3.45
8298.64,3.88
8298.64,2.91
8298.65,3.23
8298.65,3.02
8298.65,2.91
8298.65,3.23
8298.65,3.23
8298.65,2.48
8298.65,3.23
8298.65,3.23
8298.65,2.80
8298.65,3.23
8298.65,3.23
8298.66,3.23
8298.66,3.45
8298.66,4.64
8298.66,5.28
8298.66,3.23
8298.66,3.23
8298.66,3.13
8298.66,3.56
8298.66,5.07
8298.66,3.77
8298.66,2.69
8298.67,3.56
8298.67,2.91
8298.67,3.67
8298.67,3.77
8298.67,4.74
8298.67,5.71
8298.68,3.45
8298.68,5.39
8298.68,3.88
8298.68,3.23
8298.68,2.80
8298.69,3.23
8298.69,3.23
8298.69,3.77
8298.69,3.23
8298.69,5.61
8298.69,4.20
8298.69,4.74
8298.69,4.20
8298.69,3.77
8298.69,3.45
8298.69,3.88
8298.70,3.23
8298.70,4.42
8298.70,0.54
8298.70,3.34
8298.70,3.56
8298.70,4.20
8298.70,3.02
8298.70,3.23
8298.70,2.91
8298.70,4.42
8298.70,3.23
8298.71,4.31
8298.71,3.23
8298.71,3.34
8298.71,5.17
8298.71,5.28
8298.71,4.96
8298.72,3.34
8298.72,5.07
8298.72,5.71
8298.72,3.13
8298.72,3.77
8298.73,3.23
8298.73,3.56
8298.73,2.59
8298.73,3.02
8298.73,2.91
8298.73,3.23
8298.73,2.69
8298.73,3.23
8298.73,5.07
8298.73,5.07
8298.73,5.28
8298.74,3.13
8298.74,3.23
8298.74,3.23
8298.74,3.34
8298.74,3.13
8298.74,3.23
8298.74,3.34
8298.74,2.91
8298.74,3.13
8298.74,3.34
8298.74,3.23
8298.75,3.23
8298.75,3.13
8298.75,3.34
8298.75,3.13
8298.75,3.23
8298.75,3.13
8298.75,2.16
8298.76,3.23
8298.76,3.23
8298.76,3.02
8298.76,3.23
8298.77,3.02
8298.77,4.64
8298.77,3.56
8298.77,3.34
8298.77,3.13
8298.77,3.23
8298.77,3.45
8298.77,2.91
8298.77,3.13
8298.77,3.23
8298.78,3.45
8298.78,3.67
8298.78,3.23
8298.78,3.23
8298.78,4.42
8298.78,3.02
8298.78,3.23
8298.78,3.23
8298.78,3.23
8298.78,3.23
8298.78,3.13
8298.79,3.23
8298.79,3.13
8298.79,3.23
8298.79,3.23
8298.79,3.23
8298.79,3.02
8298.79,4.96
8298.79,3.34
8298.80,2.80
8298.80,3.23
8298.80,1.72
8298.81,3.02
8298.81,3.23
8298.81,3.23
8298.81,2.80
8298.81,3.23
8298.81,3.88
8298.81,3.02
8298.81,3.23
8298.81,3.23
8298.81,2.80
8298.81,3.02
8298.82,3.13
8298.82,2.91
8298.82,3.23
8298.82,3.23
8298.82,3.34
8298.82,4.74
8298.82,2.05
8298.82,3.23
8298.82,3.45
8298.82,3.88
8298.82,3.99
8298.83,3.99
8298.83,3.23
8298.83,2.91
8298.83,3.23
8298.83,3.45
8298.83,3.13
8298.83,3.02
8298.83,3.23
8298.84,3.23
8298.84,3.23
8298.84,3.23
8298.85,3.56
8298.85,3.23
8298.85,3.34
8298.85,3.13
8298.85,3.13
8298.85,3.23
8298.85,3.23
8298.85,3.13
8298.85,3.13
8298.85,3.45
8298.85,2.91
8298.86,3.88
8298.86,4.31
8298.86,3.23
8298.86,3.13
8298.86,2.80
8298.86,1.83
8298.86,3.02
8298.86,3.34
8298.86,3.23
8298.86,2.26
8298.86,3.23
8298.87,2.69
8298.87,3.23
8298.87,3.23
8298.87,5.07
8298.87,3.23
8298.87,3.13
8298.87,2.26
8298.87,3.13
8298.87,2.91
8298.88,3.23
8298.88,3.13
8298.89,3.13
8298.89,3.99
8298.89,2.59
8298.89,3.23
8298.89,3.13
8298.89,3.88
8298.89,3.23
8298.89,3.23
8298.89,3.02
8298.89,3.23
8298.89,3.77
8298.90,3.23
8298.90,3.13
8298.90,3.34
8298.90,2.91
8298.90,4.20
8298.90,3.02
8298.90,2.91
8298.90,3.23
8298.90,2.91
8298.90,3.13
8298.90,3.23
8298.91,3.23
8298.91,2.91
8298.91,3.13
8298.91,4.96
8298.91,4.10
8298.91,4.96
8298.92,3.45
8298.92,5.17
8298.92,3.02
8298.92,3.13
8298.92,2.80
8298.93,2.59
8298.93,2.91
8298.93,3.23
8298.93,3.23
8298.93,2.48
8298.93,3.23
8298.93,3.23
8298.93,3.23
8298.93,3.34
8298.93,3.23
8298.93,3.23
8298.94,3.23
8298.94,3.02
8298.94,3.13
8298.94,2.91
8298.94,3.23
8298.94,3.13
8298.94,3.23
8298.94,3.23
8298.94,3.77
8298.94,3.02
8298.95,2.91
8298.95,3.67
8298.95,3.56
8298.95,4.10
8298.95,2.59
8298.95,2.80
8298.95,2.48
8298.95,2.48
8298.95,3.45
8298.95,3.02
8298.95,2.91
8298.97,2.91
8298.97,2.91
8298.97,3.23
8298.97,3.99
8298.97,2.91
