=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.12.05 21:19:30 =~=~=~=~=~=~=~=~=~=~=~=

3419.02,-1.29
3419.03,-2.16
3419.03,-0.54
3419.03,-1.40
3419.03,-1.83
3419.03,-1.72
3419.03,-0.22
3419.03,-1.62
3419.03,-1.40
3419.03,-1.83
3419.03,-1.51
3419.04,-1.83
3419.04,-1.94
3419.04,-1.72
3419.05,-1.72
3419.05,-1.94
3419.05,-1.83
3419.05,-1.94
3419.05,-1.62
3419.05,-1.94
3419.05,-1.72
3419.06,-2.05
3419.06,-1.51
3419.06,-2.26
3419.06,-1.72
3419.06,-1.62
3419.06,-2.69
3419.06,-2.05
3419.06,-1.72
3419.06,-1.40
3419.06,-1.51
3419.07,-1.94
3419.07,-1.40
3419.07,-1.62
3419.07,-1.83
3419.07,-1.29
3419.07,-1.94
3419.07,-1.29
3419.07,-1.94
3419.07,-1.83
3419.07,-1.83
3419.08,-1.19
3419.08,0.11
3419.08,-1.51
3419.08,-1.29
3419.08,-1.62
3419.09,-1.62
3419.09,-1.83
3419.09,-1.19
3419.09,-1.72
3419.09,-1.29
3419.10,-1.40
3419.10,-1.62
3419.10,-1.94
3419.10,-1.72
3419.10,-1.94
3419.10,-2.59
3419.10,-1.29
3419.10,-1.94
3419.10,-1.62
3419.10,-1.83
3419.10,-1.51
3419.11,-0.22
3419.11,-1.94
3419.11,-1.83
3419.11,-1.94
3419.11,-1.72
3419.11,-2.05
3419.11,-1.94
3419.11,-2.37
3419.11,-1.83
3419.11,-2.05
3419.12,-1.62
3419.12,-2.16
3419.12,-2.16
3419.12,-2.37
3419.12,-2.37
3419.12,-0.22
3419.13,-1.51
3419.13,-0.75
3419.13,-0.22
3419.13,-0.75
3419.14,-2.26
3419.14,-1.94
3419.14,-1.40
3419.14,-1.51
3419.14,-1.72
3419.14,-1.62
3419.14,-2.26
3419.14,-1.62
3419.14,-1.72
3419.14,-1.29
3419.15,-1.40
3419.15,-0.97
3419.15,-2.59
3419.15,-1.83
3419.15,-1.83
3419.15,-1.19
3419.15,-0.86
3419.15,-1.83
3419.15,-0.54
3419.15,-1.51
3419.16,-1.40
3419.16,-2.16
3419.16,-1.62
3419.16,-1.29
3419.16,-1.94
3419.16,-0.54
3419.16,0.54
3419.17,-1.62
3419.17,-1.62
3419.17,-1.51
3419.18,0.32
3419.18,-1.83
3419.18,-1.40
3419.18,-1.62
3419.18,-1.83
3419.18,-1.62
3419.18,-1.19
3419.18,-1.83
3419.18,-1.19
3419.18,-0.32
3419.18,-1.83
3419.19,-1.40
3419.19,-1.19
3419.19,-1.40
3419.19,-0.65
3419.19,-1.40
3419.19,-1.94
3419.19,-1.72
3419.19,-1.94
3419.19,-1.19
3419.19,-1.29
3419.20,-2.05
3419.20,-0.22
3419.20,-0.65
3419.20,-1.72
3419.20,-1.29
3419.20,-1.72
3419.20,-0.97
3419.20,-1.72
3419.21,-1.62
3419.21,-1.72
3419.22,-1.94
3419.22,-1.94
3419.22,-1.51
3419.22,-1.29
3419.22,-1.72
3419.22,-1.62
3419.22,-1.19
